age,Sex,round_kg,Source,Age
2,Combined,2.000675768240235,LL fishery,2
3,Combined,2.2437771648772,LL fishery,3
4,Combined,2.4770364313517086,LL fishery,4
5,Combined,2.6986888339845585,LL fishery,5
6,Combined,2.907599340435583,LL fishery,6
7,Combined,3.103142938882745,LL fishery,7
8,Combined,3.285097818905127,LL fishery,8
9,Combined,3.4535530225645834,LL fishery,9
10,Combined,3.6088305487810586,LL fishery,10
11,Combined,3.751420976041445,LL fishery,11
12,Combined,3.881931207312987,LL fishery,12
13,Combined,4.001042766842395,LL fishery,13
14,Combined,4.109479077525961,LL fishery,14
15,Combined,4.207980244720759,LL fishery,15
16,Combined,4.2972840192597745,LL fishery,16
17,Combined,4.3781117785452395,LL fishery,17
18,Combined,4.451158531473833,LL fishery,18
19,Combined,4.5170861100814195,LL fishery,19
20,Combined,4.576518852805897,LL fishery,20
21,Combined,4.630041209012601,LL fishery,21
22,Combined,4.6781968017303726,LL fishery,22
23,Combined,4.721488576357424,LL fishery,23
24,Combined,4.760379738946574,LL fishery,24
25,Combined,4.795295250341064,LL fishery,25
26,Combined,4.826623693707676,LL fishery,26
27,Combined,4.8547193746153745,LL fishery,27
28,Combined,4.879904546294345,LL fishery,28
29,Combined,4.902471679461083,LL fishery,29
30,Combined,4.922685717304101,LL fishery,30
31,Combined,4.940786272909931,LL fishery,31+
2,Female,2.185750230661484,LL fishery,2
3,Female,2.4062633959719495,LL fishery,3
4,Female,2.6256294547194527,LL fishery,4
5,Female,2.84262991345789,LL fishery,5
6,Female,3.0562230172991196,LL fishery,6
7,Female,3.2655316233559493,LL fishery,7
8,Female,3.469829871371885,LL fishery,8
9,Female,3.66852934619349,LL fishery,9
10,Female,3.8611652403097687,LL fishery,10
11,Female,4.047382878939913,LL fishery,11
12,Female,4.226924857125055,LL fishery,12
13,Female,4.399618951432441,LL fishery,13
14,Female,4.565366902875707,LL fishery,14
15,Female,4.724134118157891,LL fishery,15
16,Female,4.875940299847327,LL fishery,16
17,Female,5.020850989775321,LL fishery,17
18,Female,5.158969991530449,LL fishery,18
19,Female,5.2904326256048675,LL fishery,19
20,Female,5.415399763080225,LL fishery,20
21,Female,5.534052579581546,LL fishery,21
22,Female,5.646587969675263,LL fishery,22
23,Female,5.753214562236027,LL fishery,23
24,Female,5.854149279005321,LL fishery,24
25,Female,5.949614381187649,LL fishery,25
26,Female,6.0398349521508585,LL fishery,26
27,Female,6.1250367678684166,LL fishery,27
28,Female,6.205444510478042,LL fishery,28
29,Female,6.281280284096398,LL fishery,29
30,Female,6.352762395725638,LL fishery,30
31,Female,6.420104367645546,LL fishery,31+
2,Male,2.014549302545782,LL fishery,2
3,Male,2.146305802601717,LL fishery,3
4,Male,2.2715406662992823,LL fishery,4
5,Male,2.390083676730222,LL fishery,5
6,Male,2.501882871597717,LL fishery,6
7,Male,2.6069815477583425,LL fishery,7
8,Male,2.705498317295729,LL fishery,8
9,Male,2.797610027007698,LL fishery,9
10,Male,2.8835372967084334,LL fishery,10
11,Male,2.9635324065850637,LL fishery,11
12,Male,3.0378692594794483,LL fishery,12
13,Male,3.106835152893696,LL fishery,13
14,Male,3.1707241124620005,LL fishery,14
15,Male,3.2298315599283747,LL fishery,15
16,Male,3.2844501118268563,LL fishery,16
17,Male,3.3348663284262954,LL fishery,17
18,Male,3.381358255024003,LL fishery,18
19,Male,3.42419361872074,LL fishery,19
20,Male,3.463628563045929,LL fishery,20
21,Male,3.499906820087326,LL fishery,21
22,Male,3.53325923510575,LL fishery,22
23,Male,3.5639035720586176,LL fishery,23
24,Male,3.5920445401411074,LL fishery,24
25,Male,3.6178739915328215,LL fishery,25
26,Male,3.641571249172904,LL fishery,26
27,Male,3.6633035307402086,LL fishery,27
28,Male,3.6832264412430233,LL fishery,28
29,Male,3.701484511870459,LL fishery,29
30,Male,3.718211767157447,LL fishery,30
31,Male,3.733532306186882,LL fishery,31+
2,Combined,1.2634440106370866,LL survey,2
3,Combined,1.5539932825920706,LL survey,3
4,Combined,1.8393395698172976,LL survey,4
5,Combined,2.1132777282500324,LL survey,5
6,Combined,2.371625700268039,LL survey,6
7,Combined,2.6118414738425537,LL survey,7
8,Combined,2.8326547692453308,LL survey,8
9,Combined,3.03374298305332,LL survey,9
10,Combined,3.215461389420702,LL survey,10
11,Combined,3.378627209221583,LL survey,11
12,Combined,3.524352164800127,LL survey,12
13,Combined,3.65391622348841,LL survey,13
14,Combined,3.768674987942868,LL survey,14
15,Combined,3.8699937787885945,LL survey,15
16,Combined,3.9592023926461986,LL survey,16
17,Combined,4.037565540147728,LL survey,17
18,Combined,4.106264937044904,LL survey,18
19,Combined,4.166389875196622,LL survey,19
20,Combined,4.2189338194577575,LL survey,20
21,Combined,4.264795163909511,LL survey,21
22,Combined,4.304780749704104,LL survey,22
23,Combined,4.339611114244556,LL survey,23
24,Combined,4.369926725074474,LL survey,24
25,Combined,4.396294667913174,LL survey,25
26,Combined,4.419215420806913,LL survey,26
27,Combined,4.43912946714151,LL survey,27
28,Combined,4.456423588858529,LL survey,28
29,Combined,4.471436745290927,LL survey,29
30,Combined,4.484465488607856,LL survey,30
31,Combined,4.495768898612843,LL survey,31+
2,Female,1.3683038654441395,LL survey,2
3,Female,1.6496872368538202,LL survey,3
4,Female,1.936534621617356,LL survey,4
5,Female,2.2242338706664184,LL survey,5
6,Female,2.508950845601061,LL survey,6
7,Female,2.7875899143068117,LL survey,7
8,Female,3.057728756328755,LL survey,8
9,Female,3.3175408576132797,LL survey,9
10,Female,3.5657144858764807,LL survey,10
11,Female,3.801373694885198,LL survey,11
12,Female,4.024004649150036,LL survey,12
13,Female,4.2333890188886505,LL survey,13
14,Female,4.4295451665770065,LL survey,14
15,Female,4.61267718183938,LL survey,15
16,Female,4.783131411731786,LL survey,16
17,Female,4.941359899505762,LL survey,17
18,Female,5.087890029790788,LL survey,18
19,Female,5.2232996412744,LL survey,19
20,Female,5.348196880839211,LL survey,20
21,Female,5.46320411588684,LL survey,21
22,Female,5.568945280663971,LL survey,22
23,Female,5.666036098714208,LL survey,23
24,Female,5.755076691195559,LL survey,24
25,Female,5.836646146037143,LL survey,25
26,Female,5.911298683605818,LL survey,26
27,Female,5.979561109602775,LL survey,27
28,Female,6.0419312948925326,LL survey,28
29,Female,6.098877464906605,LL survey,29
30,Female,6.150838118457232,LL survey,30
31,Female,6.198222427692378,LL survey,31+
2,Male,1.2582875431556186,LL survey,2
3,Male,1.481993000370807,LL survey,3
4,Male,1.6957446547032775,LL survey,4
5,Male,1.896518976406991,LL survey,5
6,Male,2.082549469258866,LL survey,6
7,Male,2.2530304431272836,LL survey,7
8,Male,2.4078621307044497,LL survey,8
9,Male,2.547441929319856,LL survey,9
10,Male,2.6724995319574063,LL survey,10
11,Male,2.7839705705674773,LL survey,11
12,Male,2.8829024021889196,LL survey,12
13,Male,2.9703857980572375,LL survey,13
14,Male,3.04750695193275,LL survey,14
15,Male,3.115315071692512,LL survey,15
16,Male,3.1748016792758595,LL survey,16
17,Male,3.2268885312406206,LL survey,17
18,Male,3.2724217503080175,LL survey,18
19,Male,3.312170320414162,LL survey,19
20,Male,3.3468275512539805,LL survey,20
21,Male,3.377014476616136,LL survey,21
22,Male,3.4032844292496796,LL survey,22
23,Male,3.4261282483241833,LL survey,23
24,Male,3.445979736893488,LL survey,24
25,Male,3.4632211073275876,LL survey,25
26,Male,3.478188241644105,LL survey,26
27,Male,3.4911756584628355,LL survey,27
28,Male,3.502441124789904,LL survey,28
29,Male,3.512209883591577,LL survey,29
30,Male,3.5206784906765463,LL survey,30
31,Male,3.528018269471574,LL survey,31+
